Name	Map	K4_1	K5_1	K6_1	K4_2	K5_2	K6_2	K4_3	K5_3	K6_3	K4_4	K5_4	K6_4	K4_5	K5_5	K6_5	K4_6	K5_6	K6_6	K4_7	K5_7	K6_7	K4_8	K5_8	K6_8	K4_9	K5_9	K6_9	K4_10	K5_10	K6_10	Show Resp.	Comment
RAND_01094	FALSE	5	5	5	7	7	7	5	5	5	1	1	1	3	3	3	3	3	3	7	7	7	3	3	3	7	7	7	11	11	11	FALSE	
RAND_01095	FALSE	5	5	5	11	11	11	3	3	3	1	1	1	7	7	7	9	9	9	3	3	3	5	5	5	5	5	5	7	7	7	FALSE	
RAND_01096	FALSE	5	5	5	7	7	7	9	9	9	5	5	5	5	5	5	5	5	5	3	3	3	9	9	9	3	3	3	5	5	5	FALSE	
RAND_01097	FALSE	5	5	5	5	5	5	7	7	7	5	5	5	1	1	1	3	3	3	1	1	1	11	11	11	5	5	5	7	7	7	FALSE	
RAND_01098	FALSE	5	5	5	5	5	5	9	9	9	7	7	7	9	9	9	7	7	7	9	9	9	11	11	11	7	7	7	1	1	1	FALSE	
RAND_01099	FALSE	5	5	5	9	9	9	9	9	9	11	11	11	11	11	11	9	9	9	5	5	5	1	1	1	9	9	9	3	3	3	FALSE	
RAND_01100	FALSE	5	5	5	11	11	11	9	9	9	11	11	11	1	1	1	7	7	7	11	11	11	7	7	7	7	7	7	7	7	7	FALSE	
RAND_01101	FALSE	5	5	5	5	5	5	9	9	9	11	11	11	7	7	7	1	1	1	5	5	5	11	11	11	11	11	11	5	5	5	FALSE	
RAND_01102	FALSE	5	5	5	9	9	9	11	11	11	11	11	11	1	1	1	7	7	7	3	3	3	3	3	3	7	7	7	5	5	5	FALSE	
RAND_01103	FALSE	5	5	5	7	7	7	11	11	11	3	3	3	3	3	3	7	7	7	9	9	9	7	7	7	7	7	7	5	5	5	FALSE	
RAND_01104	FALSE	5	5	5	7	7	7	1	1	1	7	7	7	5	5	5	3	3	3	7	7	7	5	5	5	1	1	1	9	9	9	FALSE	
RAND_01105	FALSE	5	5	5	1	1	1	5	5	5	1	1	1	1	1	1	5	5	5	1	1	1	11	11	11	9	9	9	9	9	9	FALSE	
RAND_01106	FALSE	5	5	5	7	7	7	11	11	11	9	9	9	9	9	9	5	5	5	11	11	11	1	1	1	1	1	1	1	1	1	FALSE	
RAND_01107	FALSE	5	5	5	3	3	3	9	9	9	7	7	7	5	5	5	11	11	11	7	7	7	5	5	5	11	11	11	3	3	3	FALSE	
RAND_01108	FALSE	5	5	5	1	1	1	11	11	11	5	5	5	9	9	9	9	9	9	5	5	5	5	5	5	7	7	7	9	9	9	FALSE	
RAND_01109	FALSE	5	5	5	5	5	5	5	5	5	9	9	9	7	7	7	7	7	7	9	9	9	1	1	1	3	3	3	1	1	1	FALSE	
RAND_01110	FALSE	5	5	5	7	7	7	5	5	5	3	3	3	11	11	11	1	1	1	7	7	7	5	5	5	11	11	11	3	3	3	FALSE	
RAND_01111	FALSE	5	5	5	5	5	5	3	3	3	1	1	1	3	3	3	3	3	3	5	5	5	7	7	7	9	9	9	5	5	5	FALSE	
RAND_01112	FALSE	5	5	5	1	1	1	5	5	5	11	11	11	11	11	11	3	3	3	1	1	1	7	7	7	7	7	7	3	3	3	FALSE	
RAND_01113	FALSE	5	5	5	9	9	9	5	5	5	1	1	1	1	1	1	3	3	3	7	7	7	11	11	11	3	3	3	3	3	3	FALSE	
RAND_01114	FALSE	5	5	5	5	5	5	7	7	7	1	1	1	1	1	1	5	5	5	5	5	5	9	9	9	7	7	7	5	5	5	FALSE	
RAND_01115	FALSE	5	5	5	7	7	7	1	1	1	5	5	5	5	5	5	5	5	5	3	3	3	9	9	9	1	1	1	7	7	7	FALSE	
RAND_01116	FALSE	5	5	5	9	9	9	9	9	9	9	9	9	1	1	1	3	3	3	11	11	11	1	1	1	1	1	1	7	7	7	FALSE	
RAND_01117	FALSE	5	5	5	11	11	11	5	5	5	3	3	3	3	3	3	7	7	7	7	7	7	5	5	5	1	1	1	11	11	11	FALSE	
RAND_01118	FALSE	5	5	5	1	1	1	1	1	1	5	5	5	7	7	7	11	11	11	3	3	3	3	3	3	11	11	11	9	9	9	FALSE	
RAND_01119	FALSE	5	5	5	1	1	1	11	11	11	1	1	1	1	1	1	5	5	5	3	3	3	5	5	5	9	9	9	1	1	1	FALSE	
RAND_01120	FALSE	5	5	5	11	11	11	5	5	5	9	9	9	9	9	9	11	11	11	5	5	5	11	11	11	5	5	5	11	11	11	FALSE	
RAND_01121	FALSE	5	5	5	3	3	3	1	1	1	1	1	1	3	3	3	3	3	3	11	11	11	5	5	5	1	1	1	11	11	11	FALSE	
RAND_01122	FALSE	5	5	5	5	5	5	3	3	3	7	7	7	11	11	11	11	11	11	7	7	7	9	9	9	1	1	1	5	5	5	FALSE	
RAND_01123	FALSE	5	5	5	3	3	3	3	3	3	1	1	1	1	1	1	5	5	5	11	11	11	3	3	3	5	5	5	7	7	7	FALSE	
RAND_01124	FALSE	5	5	5	11	11	11	5	5	5	9	9	9	5	5	5	7	7	7	7	7	7	5	5	5	11	11	11	3	3	3	FALSE	
RAND_01125	FALSE	5	5	5	7	7	7	1	1	1	1	1	1	1	1	1	9	9	9	7	7	7	1	1	1	1	1	1	5	5	5	FALSE	
RAND_01126	FALSE	5	5	5	1	1	1	3	3	3	9	9	9	11	11	11	3	3	3	3	3	3	1	1	1	3	3	3	5	5	5	FALSE	
RAND_01127	FALSE	5	5	5	3	3	3	11	11	11	7	7	7	11	11	11	11	11	11	3	3	3	5	5	5	1	1	1	11	11	11	FALSE	
RAND_01128	FALSE	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	7	7	7	3	3	3	9	9	9	5	5	5	FALSE	
RAND_01129	FALSE	5	5	5	11	11	11	5	5	5	7	7	7	5	5	5	7	7	7	11	11	11	11	11	11	7	7	7	11	11	11	FALSE	
RAND_01130	FALSE	5	5	5	7	7	7	1	1	1	3	3	3	11	11	11	3	3	3	7	7	7	9	9	9	1	1	1	9	9	9	FALSE	
RAND_01131	FALSE	5	5	5	1	1	1	5	5	5	11	11	11	9	9	9	5	5	5	5	5	5	1	1	1	7	7	7	9	9	9	FALSE	
RAND_01132	FALSE	5	5	5	3	3	3	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	11	11	11	9	9	9	9	9	9	FALSE	
RAND_01133	FALSE	5	5	5	9	9	9	1	1	1	5	5	5	1	1	1	5	5	5	1	1	1	1	1	1	11	11	11	7	7	7	FALSE	
RAND_01134	FALSE	5	5	5	7	7	7	5	5	5	7	7	7	11	11	11	5	5	5	9	9	9	5	5	5	11	11	11	11	11	11	FALSE	
RAND_01135	FALSE	5	5	5	9	9	9	5	5	5	7	7	7	9	9	9	7	7	7	1	1	1	11	11	11	3	3	3	9	9	9	FALSE	
RAND_01136	FALSE	5	5	5	11	11	11	5	5	5	3	3	3	1	1	1	1	1	1	5	5	5	7	7	7	1	1	1	5	5	5	FALSE	
RAND_01137	FALSE	5	5	5	3	3	3	3	3	3	9	9	9	11	11	11	9	9	9	11	11	11	1	1	1	9	9	9	11	11	11	FALSE	
RAND_01138	FALSE	5	5	5	7	7	7	9	9	9	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	FALSE	
RAND_01139	FALSE	5	5	5	9	9	9	1	1	1	9	9	9	11	11	11	7	7	7	3	3	3	5	5	5	11	11	11	11	11	11	FALSE	
RAND_01140	FALSE	5	5	5	1	1	1	9	9	9	9	9	9	7	7	7	11	11	11	5	5	5	7	7	7	5	5	5	5	5	5	FALSE	
RAND_01141	FALSE	5	5	5	3	3	3	9	9	9	7	7	7	3	3	3	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	FALSE	
RAND_01142	FALSE	5	5	5	7	7	7	5	5	5	3	3	3	5	5	5	9	9	9	11	11	11	9	9	9	3	3	3	3	3	3	FALSE	
RAND_01143	FALSE	5	5	5	9	9	9	7	7	7	9	9	9	1	1	1	9	9	9	3	3	3	5	5	5	1	1	1	5	5	5	FALSE	
RAND_01144	FALSE	5	5	5	1	1	1	11	11	11	9	9	9	7	7	7	1	1	1	9	9	9	9	9	9	1	1	1	1	1	1	FALSE	
RAND_01145	FALSE	5	5	5	11	11	11	3	3	3	11	11	11	1	1	1	7	7	7	3	3	3	7	7	7	1	1	1	7	7	7	FALSE	
RAND_01146	FALSE	5	5	5	3	3	3	7	7	7	7	7	7	5	5	5	11	11	11	1	1	1	1	1	1	5	5	5	9	9	9	FALSE	
RAND_01147	FALSE	5	5	5	3	3	3	11	11	11	11	11	11	7	7	7	1	1	1	11	11	11	1	1	1	7	7	7	11	11	11	FALSE	
RAND_01148	FALSE	5	5	5	9	9	9	7	7	7	3	3	3	7	7	7	9	9	9	11	11	11	3	3	3	9	9	9	3	3	3	FALSE	
RAND_01149	FALSE	5	5	5	1	1	1	1	1	1	7	7	7	9	9	9	3	3	3	1	1	1	9	9	9	11	11	11	5	5	5	FALSE	
RAND_01150	FALSE	5	5	5	9	9	9	7	7	7	1	1	1	1	1	1	11	11	11	9	9	9	3	3	3	1	1	1	1	1	1	FALSE	
RAND_01151	FALSE	5	5	5	1	1	1	11	11	11	9	9	9	3	3	3	7	7	7	3	3	3	7	7	7	5	5	5	9	9	9	FALSE	
RAND_01152	FALSE	5	5	5	9	9	9	7	7	7	1	1	1	11	11	11	9	9	9	1	1	1	9	9	9	5	5	5	7	7	7	FALSE	
RAND_01153	FALSE	5	5	5	9	9	9	1	1	1	7	7	7	3	3	3	9	9	9	11	11	11	3	3	3	5	5	5	5	5	5	FALSE	
RAND_01154	FALSE	5	5	5	1	1	1	9	9	9	5	5	5	9	9	9	5	5	5	9	9	9	5	5	5	5	5	5	5	5	5	FALSE	
RAND_01155	FALSE	5	5	5	9	9	9	7	7	7	5	5	5	1	1	1	7	7	7	5	5	5	11	11	11	5	5	5	9	9	9	FALSE	
RAND_01156	FALSE	5	5	5	9	9	9	7	7	7	11	11	11	9	9	9	11	11	11	1	1	1	9	9	9	3	3	3	11	11	11	FALSE	
RAND_01157	FALSE	5	5	5	9	9	9	7	7	7	11	11	11	5	5	5	9	9	9	9	9	9	11	11	11	1	1	1	3	3	3	FALSE	
RAND_01158	FALSE	5	5	5	3	3	3	11	11	11	1	1	1	3	3	3	5	5	5	11	11	11	3	3	3	7	7	7	7	7	7	FALSE	
RAND_01159	FALSE	5	5	5	1	1	1	5	5	5	9	9	9	5	5	5	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	FALSE	
RAND_01160	FALSE	5	5	5	5	5	5	3	3	3	9	9	9	5	5	5	7	7	7	9	9	9	5	5	5	11	11	11	5	5	5	FALSE	
RAND_01161	FALSE	5	5	5	9	9	9	1	1	1	5	5	5	3	3	3	11	11	11	7	7	7	1	1	1	1	1	1	9	9	9	FALSE	
RAND_01162	FALSE	5	5	5	9	9	9	1	1	1	1	1	1	9	9	9	5	5	5	1	1	1	3	3	3	5	5	5	5	5	5	FALSE	
RAND_01163	FALSE	5	5	5	7	7	7	5	5	5	9	9	9	11	11	11	9	9	9	7	7	7	5	5	5	1	1	1	7	7	7	FALSE	
RAND_01164	FALSE	5	5	5	3	3	3	3	3	3	9	9	9	1	1	1	5	5	5	9	9	9	11	11	11	9	9	9	1	1	1	FALSE	
RAND_01165	FALSE	5	5	5	5	5	5	7	7	7	11	11	11	7	7	7	1	1	1	7	7	7	3	3	3	7	7	7	7	7	7	FALSE	
RAND_01166	FALSE	5	5	5	3	3	3	9	9	9	11	11	11	9	9	9	9	9	9	3	3	3	3	3	3	3	3	3	9	9	9	FALSE	
RAND_01167	FALSE	5	5	5	7	7	7	1	1	1	11	11	11	11	11	11	3	3	3	3	3	3	7	7	7	7	7	7	3	3	3	FALSE	
RAND_01168	FALSE	5	5	5	11	11	11	9	9	9	3	3	3	3	3	3	9	9	9	3	3	3	1	1	1	9	9	9	3	3	3	FALSE	
RAND_01169	FALSE	5	5	5	1	1	1	11	11	11	3	3	3	1	1	1	9	9	9	9	9	9	7	7	7	3	3	3	11	11	11	FALSE	
RAND_01170	FALSE	5	5	5	5	5	5	5	5	5	3	3	3	5	5	5	7	7	7	5	5	5	5	5	5	9	9	9	3	3	3	FALSE	
RAND_01171	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	9	9	9	11	11	11	11	11	11	11	11	11	9	9	9	11	11	11	FALSE	
RAND_01172	FALSE	5	5	5	7	7	7	11	11	11	3	3	3	5	5	5	9	9	9	7	7	7	5	5	5	5	5	5	7	7	7	FALSE	
RAND_01173	FALSE	5	5	5	1	1	1	3	3	3	1	1	1	9	9	9	9	9	9	9	9	9	3	3	3	7	7	7	1	1	1	FALSE	
RAND_01174	FALSE	5	5	5	7	7	7	11	11	11	11	11	11	5	5	5	5	5	5	3	3	3	5	5	5	3	3	3	3	3	3	FALSE	
RAND_01175	FALSE	5	5	5	1	1	1	5	5	5	7	7	7	7	7	7	7	7	7	9	9	9	11	11	11	11	11	11	9	9	9	FALSE	
RAND_01176	FALSE	5	5	5	9	9	9	9	9	9	5	5	5	7	7	7	3	3	3	9	9	9	5	5	5	3	3	3	3	3	3	FALSE	
RAND_01177	FALSE	5	5	5	11	11	11	7	7	7	3	3	3	5	5	5	11	11	11	7	7	7	3	3	3	1	1	1	5	5	5	FALSE	
RAND_01178	FALSE	5	5	5	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	7	7	7	3	3	3	5	5	5	11	11	11	FALSE	
RAND_01179	FALSE	5	5	5	11	11	11	7	7	7	9	9	9	7	7	7	5	5	5	9	9	9	11	11	11	1	1	1	1	1	1	FALSE	
RAND_01180	FALSE	5	5	5	5	5	5	3	3	3	3	3	3	11	11	11	5	5	5	9	9	9	1	1	1	5	5	5	11	11	11	FALSE	
RAND_01181	FALSE	5	5	5	1	1	1	7	7	7	5	5	5	7	7	7	11	11	11	11	11	11	5	5	5	1	1	1	3	3	3	FALSE	
RAND_01182	FALSE	5	5	5	1	1	1	9	9	9	9	9	9	3	3	3	1	1	1	1	1	1	9	9	9	3	3	3	11	11	11	FALSE	
RAND_01183	FALSE	5	5	5	1	1	1	1	1	1	9	9	9	1	1	1	3	3	3	9	9	9	9	9	9	3	3	3	5	5	5	FALSE	
RAND_01184	FALSE	5	5	5	3	3	3	3	3	3	7	7	7	9	9	9	3	3	3	5	5	5	1	1	1	1	1	1	9	9	9	FALSE	
RAND_01185	FALSE	5	5	5	9	9	9	7	7	7	5	5	5	5	5	5	7	7	7	9	9	9	11	11	11	1	1	1	11	11	11	FALSE	
RAND_01186	FALSE	5	5	5	1	1	1	5	5	5	1	1	1	11	11	11	1	1	1	7	7	7	1	1	1	3	3	3	7	7	7	FALSE	
RAND_01187	FALSE	5	5	5	5	5	5	5	5	5	3	3	3	7	7	7	1	1	1	1	1	1	11	11	11	5	5	5	3	3	3	FALSE	
RAND_01188	FALSE	5	5	5	1	1	1	1	1	1	3	3	3	3	3	3	9	9	9	7	7	7	7	7	7	1	1	1	3	3	3	FALSE	
RAND_01189	FALSE	5	5	5	11	11	11	1	1	1	3	3	3	11	11	11	11	11	11	7	7	7	5	5	5	1	1	1	7	7	7	FALSE	
RAND_01190	FALSE	5	5	5	1	1	1	7	7	7	5	5	5	5	5	5	7	7	7	9	9	9	3	3	3	7	7	7	9	9	9	FALSE	
RAND_01191	FALSE	5	5	5	7	7	7	5	5	5	11	11	11	9	9	9	1	1	1	5	5	5	11	11	11	7	7	7	3	3	3	FALSE	
RAND_01192	FALSE	5	5	5	9	9	9	5	5	5	11	11	11	11	11	11	11	11	11	5	5	5	7	7	7	7	7	7	5	5	5	FALSE	
RAND_01193	FALSE	5	5	5	7	7	7	5	5	5	7	7	7	9	9	9	7	7	7	1	1	1	1	1	1	5	5	5	1	1	1	FALSE	
RAND_01194	FALSE	5	5	5	3	3	3	11	11	11	1	1	1	1	1	1	1	1	1	7	7	7	3	3	3	5	5	5	3	3	3	FALSE	
RAND_01195	FALSE	5	5	5	3	3	3	3	3	3	1	1	1	3	3	3	9	9	9	1	1	1	1	1	1	9	9	9	11	11	11	FALSE	
RAND_01196	FALSE	5	5	5	3	3	3	3	3	3	9	9	9	1	1	1	7	7	7	9	9	9	9	9	9	5	5	5	3	3	3	FALSE	
RAND_01197	FALSE	5	5	5	3	3	3	5	5	5	7	7	7	3	3	3	5	5	5	11	11	11	11	11	11	7	7	7	9	9	9	FALSE	
RAND_01198	FALSE	5	5	5	3	3	3	3	3	3	7	7	7	11	11	11	5	5	5	7	7	7	7	7	7	1	1	1	11	11	11	FALSE	
RAND_01199	FALSE	5	5	5	11	11	11	3	3	3	11	11	11	5	5	5	9	9	9	5	5	5	1	1	1	11	11	11	3	3	3	FALSE	
RAND_01200	FALSE	5	5	5	5	5	5	7	7	7	5	5	5	3	3	3	5	5	5	5	5	5	1	1	1	5	5	5	5	5	5	FALSE	
RAND_01201	FALSE	5	5	5	1	1	1	9	9	9	7	7	7	5	5	5	5	5	5	3	3	3	7	7	7	3	3	3	5	5	5	FALSE	
RAND_01202	FALSE	5	5	5	9	9	9	9	9	9	1	1	1	11	11	11	7	7	7	5	5	5	11	11	11	1	1	1	5	5	5	FALSE	
RAND_01203	FALSE	5	5	5	11	11	11	7	7	7	7	7	7	5	5	5	1	1	1	7	7	7	3	3	3	5	5	5	3	3	3	FALSE	
RAND_01204	FALSE	5	5	5	3	3	3	7	7	7	5	5	5	5	5	5	3	3	3	9	9	9	1	1	1	7	7	7	5	5	5	FALSE	
RAND_01205	FALSE	5	5	5	9	9	9	11	11	11	7	7	7	7	7	7	9	9	9	7	7	7	1	1	1	1	1	1	3	3	3	FALSE	
RAND_01206	FALSE	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	1	11	11	11	1	1	1	FALSE	
RAND_01207	FALSE	5	5	5	9	9	9	1	1	1	5	5	5	7	7	7	11	11	11	9	9	9	5	5	5	1	1	1	7	7	7	FALSE	
RAND_01208	FALSE	5	5	5	1	1	1	11	11	11	7	7	7	5	5	5	9	9	9	5	5	5	11	11	11	1	1	1	7	7	7	FALSE	
RAND_01209	FALSE	5	5	5	5	5	5	7	7	7	9	9	9	7	7	7	5	5	5	11	11	11	5	5	5	7	7	7	3	3	3	FALSE	
RAND_01210	FALSE	5	5	5	3	3	3	9	9	9	11	11	11	5	5	5	7	7	7	9	9	9	1	1	1	7	7	7	1	1	1	FALSE	
RAND_01211	FALSE	5	5	5	9	9	9	7	7	7	11	11	11	9	9	9	11	11	11	5	5	5	5	5	5	1	1	1	1	1	1	FALSE	
RAND_01212	FALSE	5	5	5	11	11	11	9	9	9	11	11	11	5	5	5	3	3	3	9	9	9	9	9	9	1	1	1	1	1	1	FALSE	
RAND_01213	FALSE	5	5	5	9	9	9	9	9	9	7	7	7	7	7	7	5	5	5	9	9	9	11	11	11	7	7	7	1	1	1	FALSE	
RAND_01214	FALSE	5	5	5	7	7	7	5	5	5	5	5	5	3	3	3	3	3	3	7	7	7	5	5	5	7	7	7	1	1	1	FALSE	
RAND_01215	FALSE	5	5	5	3	3	3	3	3	3	1	1	1	9	9	9	3	3	3	7	7	7	11	11	11	3	3	3	1	1	1	FALSE	
RAND_01216	FALSE	5	5	5	1	1	1	1	1	1	5	5	5	3	3	3	1	1	1	7	7	7	9	9	9	3	3	3	3	3	3	FALSE	
RAND_01217	FALSE	5	5	5	11	11	11	3	3	3	9	9	9	3	3	3	9	9	9	9	9	9	1	1	1	11	11	11	11	11	11	FALSE	
RAND_01218	FALSE	5	5	5	1	1	1	3	3	3	9	9	9	3	3	3	5	5	5	3	3	3	11	11	11	1	1	1	5	5	5	FALSE	
RAND_01219	FALSE	5	5	5	1	1	1	1	1	1	7	7	7	5	5	5	1	1	1	1	1	1	3	3	3	1	1	1	9	9	9	FALSE	
RAND_01220	FALSE	5	5	5	1	1	1	7	7	7	5	5	5	3	3	3	3	3	3	5	5	5	1	1	1	7	7	7	11	11	11	FALSE	
RAND_01221	FALSE	5	5	5	7	7	7	11	11	11	11	11	11	1	1	1	3	3	3	5	5	5	11	11	11	3	3	3	11	11	11	FALSE	
RAND_01222	FALSE	5	5	5	11	11	11	3	3	3	9	9	9	1	1	1	9	9	9	5	5	5	5	5	5	5	5	5	9	9	9	FALSE	
RAND_01223	FALSE	5	5	5	5	5	5	1	1	1	9	9	9	5	5	5	7	7	7	1	1	1	7	7	7	3	3	3	7	7	7	FALSE	
RAND_01224	FALSE	5	5	5	1	1	1	11	11	11	3	3	3	7	7	7	9	9	9	5	5	5	9	9	9	7	7	7	11	11	11	FALSE	
RAND_01225	FALSE	5	5	5	1	1	1	11	11	11	1	1	1	5	5	5	5	5	5	5	5	5	9	9	9	9	9	9	7	7	7	FALSE	
RAND_01226	FALSE	5	5	5	1	1	1	5	5	5	1	1	1	5	5	5	5	5	5	3	3	3	7	7	7	5	5	5	9	9	9	FALSE	
RAND_01227	FALSE	5	5	5	9	9	9	3	3	3	1	1	1	7	7	7	7	7	7	7	7	7	3	3	3	5	5	5	7	7	7	FALSE	
RAND_01228	FALSE	5	5	5	11	11	11	1	1	1	1	1	1	9	9	9	3	3	3	7	7	7	9	9	9	9	9	9	1	1	1	FALSE	
RAND_01229	FALSE	5	5	5	11	11	11	1	1	1	9	9	9	9	9	9	1	1	1	11	11	11	11	11	11	7	7	7	9	9	9	FALSE	
RAND_01230	FALSE	5	5	5	7	7	7	11	11	11	9	9	9	11	11	11	3	3	3	9	9	9	11	11	11	7	7	7	7	7	7	FALSE	
RAND_01231	FALSE	5	5	5	5	5	5	11	11	11	7	7	7	3	3	3	5	5	5	5	5	5	5	5	5	11	11	11	9	9	9	FALSE	
RAND_01232	FALSE	5	5	5	5	5	5	3	3	3	7	7	7	1	1	1	5	5	5	1	1	1	7	7	7	1	1	1	9	9	9	FALSE	
RAND_01233	FALSE	5	5	5	1	1	1	5	5	5	7	7	7	11	11	11	1	1	1	11	11	11	3	3	3	9	9	9	5	5	5	FALSE	
RAND_01234	FALSE	5	5	5	9	9	9	5	5	5	9	9	9	5	5	5	5	5	5	7	7	7	11	11	11	11	11	11	5	5	5	FALSE	
RAND_01235	FALSE	5	5	5	11	11	11	7	7	7	11	11	11	1	1	1	5	5	5	7	7	7	5	5	5	7	7	7	11	11	11	FALSE	
RAND_01236	FALSE	5	5	5	11	11	11	1	1	1	3	3	3	1	1	1	9	9	9	3	3	3	9	9	9	3	3	3	5	5	5	FALSE	
RAND_01237	FALSE	5	5	5	1	1	1	9	9	9	11	11	11	9	9	9	7	7	7	3	3	3	11	11	11	5	5	5	9	9	9	FALSE	
RAND_01238	FALSE	5	5	5	3	3	3	1	1	1	3	3	3	11	11	11	7	7	7	11	11	11	3	3	3	9	9	9	7	7	7	FALSE	
RAND_01239	FALSE	5	5	5	11	11	11	3	3	3	11	11	11	5	5	5	1	1	1	3	3	3	3	3	3	9	9	9	1	1	1	FALSE	
RAND_01240	FALSE	5	5	5	1	1	1	3	3	3	3	3	3	5	5	5	11	11	11	9	9	9	11	11	11	9	9	9	5	5	5	FALSE	
RAND_01241	FALSE	5	5	5	3	3	3	9	9	9	9	9	9	1	1	1	9	9	9	11	11	11	3	3	3	11	11	11	7	7	7	FALSE	
RAND_01242	FALSE	5	5	5	1	1	1	11	11	11	7	7	7	3	3	3	1	1	1	9	9	9	3	3	3	9	9	9	5	5	5	FALSE	
RAND_01243	FALSE	5	5	5	9	9	9	11	11	11	1	1	1	9	9	9	11	11	11	9	9	9	3	3	3	3	3	3	3	3	3	FALSE	
RAND_01244	FALSE	5	5	5	1	1	1	9	9	9	9	9	9	3	3	3	11	11	11	1	1	1	7	7	7	5	5	5	1	1	1	FALSE	
RAND_01245	FALSE	5	5	5	11	11	11	1	1	1	7	7	7	5	5	5	7	7	7	7	7	7	1	1	1	1	1	1	3	3	3	FALSE	
RAND_01246	FALSE	5	5	5	5	5	5	9	9	9	9	9	9	7	7	7	7	7	7	3	3	3	7	7	7	11	11	11	9	9	9	FALSE	
RAND_01247	FALSE	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	11	5	5	5	11	11	11	5	5	5	FALSE	
RAND_01248	FALSE	5	5	5	9	9	9	5	5	5	9	9	9	1	1	1	11	11	11	3	3	3	3	3	3	11	11	11	5	5	5	FALSE	
RAND_01249	FALSE	5	5	5	11	11	11	9	9	9	3	3	3	9	9	9	3	3	3	1	1	1	5	5	5	5	5	5	1	1	1	FALSE	
RAND_01250	FALSE	5	5	5	1	1	1	3	3	3	3	3	3	9	9	9	11	11	11	3	3	3	9	9	9	5	5	5	7	7	7	FALSE	
RAND_01251	FALSE	5	5	5	11	11	11	3	3	3	5	5	5	1	1	1	3	3	3	7	7	7	1	1	1	7	7	7	9	9	9	FALSE	
RAND_01252	FALSE	5	5	5	9	9	9	3	3	3	7	7	7	5	5	5	9	9	9	9	9	9	9	9	9	7	7	7	5	5	5	FALSE	
RAND_01253	FALSE	5	5	5	5	5	5	7	7	7	9	9	9	5	5	5	11	11	11	3	3	3	11	11	11	3	3	3	3	3	3	FALSE	
RAND_01254	FALSE	5	5	5	3	3	3	9	9	9	11	11	11	7	7	7	1	1	1	5	5	5	5	5	5	3	3	3	9	9	9	FALSE	
RAND_01255	FALSE	5	5	5	11	11	11	7	7	7	11	11	11	7	7	7	11	11	11	3	3	3	3	3	3	5	5	5	1	1	1	FALSE	
RAND_01256	FALSE	5	5	5	1	1	1	11	11	11	7	7	7	3	3	3	7	7	7	1	1	1	9	9	9	5	5	5	7	7	7	FALSE	
RAND_01257	FALSE	5	5	5	9	9	9	5	5	5	7	7	7	11	11	11	9	9	9	1	1	1	5	5	5	7	7	7	3	3	3	FALSE	
RAND_01258	FALSE	5	5	5	9	9	9	11	11	11	9	9	9	11	11	11	1	1	1	5	5	5	5	5	5	7	7	7	9	9	9	FALSE	
RAND_01259	FALSE	5	5	5	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	11	11	11	3	3	3	1	1	1	3	3	3	FALSE	
RAND_01260	FALSE	5	5	5	5	5	5	9	9	9	3	3	3	7	7	7	7	7	7	9	9	9	5	5	5	3	3	3	9	9	9	FALSE	
RAND_01261	FALSE	5	5	5	1	1	1	3	3	3	5	5	5	11	11	11	9	9	9	11	11	11	7	7	7	11	11	11	9	9	9	FALSE	
RAND_01262	FALSE	5	5	5	5	5	5	1	1	1	1	1	1	5	5	5	9	9	9	1	1	1	5	5	5	1	1	1	5	5	5	FALSE	
RAND_01263	FALSE	5	5	5	11	11	11	1	1	1	3	3	3	1	1	1	7	7	7	7	7	7	5	5	5	11	11	11	5	5	5	FALSE	
RAND_01264	FALSE	5	5	5	3	3	3	11	11	11	5	5	5	11	11	11	1	1	1	5	5	5	7	7	7	3	3	3	5	5	5	FALSE	
RAND_01265	FALSE	5	5	5	9	9	9	9	9	9	11	11	11	9	9	9	11	11	11	11	11	11	1	1	1	7	7	7	11	11	11	FALSE	
RAND_01266	FALSE	5	5	5	3	3	3	5	5	5	1	1	1	5	5	5	3	3	3	1	1	1	1	1	1	7	7	7	5	5	5	FALSE	
RAND_01267	FALSE	5	5	5	1	1	1	9	9	9	7	7	7	3	3	3	7	7	7	1	1	1	1	1	1	3	3	3	3	3	3	FALSE	
RAND_01268	FALSE	5	5	5	3	3	3	5	5	5	7	7	7	11	11	11	11	11	11	1	1	1	11	11	11	3	3	3	11	11	11	FALSE	
RAND_01269	FALSE	5	5	5	7	7	7	5	5	5	1	1	1	11	11	11	5	5	5	5	5	5	11	11	11	7	7	7	5	5	5	FALSE	
RAND_01270	FALSE	5	5	5	11	11	11	5	5	5	1	1	1	1	1	1	3	3	3	9	9	9	7	7	7	3	3	3	1	1	1	FALSE	
